REPLICATE,LEFT_MODEL,RIGHT_MODEL,MCC_DELTA
5,max_synergy_path_20q_duplicate,rbf_matched,-0.03959876762006509
5,max_synergy_path_20q_complementary,rbf_matched,-0.006713596144124645
5,stable_synergy_path_20q_duplicate,rbf_matched,-0.017848936164769513
5,stable_synergy_path_20q_complementary,rbf_matched,-0.006812435654920845
5,max_synergy_path_10q,random_forest,-0.10500664241855928
5,stable_synergy_path_10q,random_forest,-0.05080604453555715
5,max_synergy_path_20q_duplicate,random_forest,-0.084732669552535
5,max_synergy_path_20q_complementary,random_forest,-0.051847498076594556
5,stable_synergy_path_20q_duplicate,random_forest,-0.06298283809723942
5,stable_synergy_path_20q_complementary,random_forest,-0.051946337587390756
6,max_synergy_path_10q,current_order_10q,-0.008872473846751522
6,stable_synergy_path_10q,current_order_10q,0.03991783650090011
6,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.08546772865855828
6,max_synergy_path_20q_complementary,current_order_20q_complementary,-0.004840491039588779
6,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.01091190467570552
6,stable_synergy_path_20q_complementary,current_order_20q_complementary,-0.012281904211603661
6,max_synergy_path_10q,quantum_iqp_zz_linear,-0.008872473846751522
6,stable_synergy_path_10q,quantum_iqp_zz_linear,0.03991783650090011
6,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.012131883131849625
6,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.017035135219857972
6,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.06242394085100314
6,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.00959372204784309
6,max_synergy_path_10q,rbf_matched,-0.03578758291390713
6,stable_synergy_path_10q,rbf_matched,0.013002727433744504
6,max_synergy_path_20q_duplicate,rbf_matched,-0.03904699219900523
6,max_synergy_path_20q_complementary,rbf_matched,-0.009879973847297635
6,stable_synergy_path_20q_duplicate,rbf_matched,0.03550883178384753
6,stable_synergy_path_20q_complementary,rbf_matched,-0.017321387019312517
6,max_synergy_path_10q,random_forest,-0.1562597062958021
6,stable_synergy_path_10q,random_forest,-0.10746939594815047
6,max_synergy_path_20q_duplicate,random_forest,-0.1595191155809002
6,max_synergy_path_20q_complementary,random_forest,-0.1303520972291926
6,stable_synergy_path_20q_duplicate,random_forest,-0.08496329159804744
6,stable_synergy_path_20q_complementary,random_forest,-0.1377935104012075
7,max_synergy_path_10q,current_order_10q,-0.005909705348607797
7,stable_synergy_path_10q,current_order_10q,0.015482104461686075
7,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.11760982309697687
7,max_synergy_path_20q_complementary,current_order_20q_complementary,0.0031146030864550034
7,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,0.0045924282664177585
7,stable_synergy_path_20q_complementary,current_order_20q_complementary,0.000584421537377422
7,max_synergy_path_10q,quantum_iqp_zz_linear,-0.005909705348607797
7,stable_synergy_path_10q,quantum_iqp_zz_linear,0.015482104461686075
7,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.1082486796004874
7,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.02486373895587196
7,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.013953571762907235
7,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.02233355740679438
7,max_synergy_path_10q,rbf_matched,-0.01206357197903879
7,stable_synergy_path_10q,rbf_matched,0.009328237831255082
7,max_synergy_path_20q_duplicate,rbf_matched,-0.11440254623091839
7,max_synergy_path_20q_complementary,rbf_matched,0.018709872325440968
